binomial,family,family_correct,binomial_correct
Hadromophryne natalensis,Heleophrynidae,Heleophrynidae,Hadromophryne natalensis
Haddadus binotatus,Craugastoridae,Craugastoridae,Haddadus binotatus
Gyrinophilus subterraneus,Plethodontidae,Plethodontidae,Gyrinophilus subterraneus
Gyrinophilus porphyriticus,Plethodontidae,Plethodontidae,Gyrinophilus porphyriticus
Gyrinophilus palleucus,Plethodontidae,Plethodontidae,Gyrinophilus palleucus
Gyrinophilus gulolineatus,Plethodontidae,Plethodontidae,Gyrinophilus gulolineatus
Gymnopis multiplicata,Caeciliidae,Dermophiidae,Gymnopis multiplicata
Guibemantis tornieri,Mantellidae,Mantellidae,Guibemantis tornieri
Guibemantis timidus,Mantellidae,Mantellidae,Guibemantis timidus
Guibemantis punctatus,Mantellidae,Mantellidae,Guibemantis punctatus
Guibemantis liber,Mantellidae,Mantellidae,Guibemantis liber
Guibemantis depressiceps,Mantellidae,Mantellidae,Guibemantis depressiceps
Guibemantis bicalcaratus,Mantellidae,Mantellidae,Guibemantis bicalcaratus
Gracixalus gracilipes,Rhacophoridae,Rhacophoridae,Gracixalus gracilipes
Glyphoglossus molossus,Microhylidae,Microhylidae,Glyphoglossus molossus
Glandirana rugosa,Ranidae,Ranidae,Glandirana rugosa
Ghatixalus variabilis,Rhacophoridae,Rhacophoridae,Ghatixalus variabilis
Gephyromantis tschenki,Mantellidae,Mantellidae,Gephyromantis tschenki
Gephyromantis sculpturatus,Mantellidae,Mantellidae,Gephyromantis sculpturatus
Gephyromantis redimitus,Mantellidae,Mantellidae,Gephyromantis redimitus
Gephyromantis ranjomavo,Mantellidae,Mantellidae,Gephyromantis ranjomavo
Gephyromantis pseudoasper,Mantellidae,Mantellidae,Gephyromantis pseudoasper
Gephyromantis plicifer,Mantellidae,Mantellidae,Gephyromantis plicifer
Gephyromantis malagasius,Mantellidae,Mantellidae,Gephyromantis malagasius
Gephyromantis luteus,Mantellidae,Mantellidae,Gephyromantis luteus
Gephyromantis enki,Mantellidae,Mantellidae,Gephyromantis enki
Gephyromantis cornutus,Mantellidae,Mantellidae,Gephyromantis cornutus
Gephyromantis boulengeri,Mantellidae,Mantellidae,Gephyromantis boulengeri
Gephyromantis blanci,Mantellidae,Mantellidae,Gephyromantis blanci
Gephyromantis asper,Mantellidae,Mantellidae,Gephyromantis asper
Gephyromantis ambohitra,Mantellidae,Mantellidae,Gephyromantis ambohitra
Geotrypetes seraphini,Caeciliidae,Dermophiidae,Geotrypetes seraphini
Geocrinia victoriana,Myobatrachidae,Myobatrachidae,Geocrinia victoriana
Geocrinia laevis,Myobatrachidae,Myobatrachidae,Geocrinia laevis
Genyophryne thomsoni,Microhylidae,Microhylidae,Genyophryne thomsoni
Gastrotheca testudinea,Hemiphractidae,Hemiphractidae,Gastrotheca testudinea
Gastrotheca riobambae,Hemiphractidae,Hemiphractidae,Gastrotheca riobambae
Gastrotheca pseustes,Hemiphractidae,Hemiphractidae,Gastrotheca pseustes
Gastrotheca peruana,Hemiphractidae,Hemiphractidae,Gastrotheca peruana
Gastrotheca ochoai,Hemiphractidae,Hemiphractidae,Gastrotheca ochoai
Gastrotheca microdiscus,Hemiphractidae,Hemiphractidae,Gastrotheca microdiscus
Gastrotheca marsupiata,Hemiphractidae,Hemiphractidae,Gastrotheca marsupiata
Gastrotheca longipes,Hemiphractidae,Hemiphractidae,Gastrotheca longipes
Gastrotheca fissipes,Hemiphractidae,Hemiphractidae,Gastrotheca fissipes
Gastrotheca excubitor,Hemiphractidae,Hemiphractidae,Gastrotheca excubitor
Gastrotheca dendronastes,Hemiphractidae,Hemiphractidae,Gastrotheca dendronastes
Gastrotheca cuencana,Hemiphractidae,Hemiphractidae,Gastrotheca cuencana
Gastrotheca cornuta,Hemiphractidae,Hemiphractidae,Gastrotheca cornuta
Gastrotheca aureomaculata,Hemiphractidae,Hemiphractidae,Gastrotheca aureomaculata
Gastrotheca argenteovirens,Hemiphractidae,Hemiphractidae,Gastrotheca argenteovirens
Gastrotheca antomia,Hemiphractidae,Hemiphractidae,Gastrotheca antomia
Gastrophryne usta,Microhylidae,Microhylidae,Hypopachus ustus
Gastrophryne olivacea,Microhylidae,Microhylidae,Gastrophryne olivacea
Gastrophryne carolinensis,Microhylidae,Microhylidae,Gastrophryne carolinensis
Frostius pernambucensis,Bufonidae,Bufonidae,Frostius pernambucensis
Frostius erythrophthalmus,Bufonidae,Bufonidae,Frostius erythrophthalmus
Flectonotus fitzgeraldi,Hemiphractidae,Hemiphractidae,Flectonotus fitzgeraldi
Fejervarya vittigera,Dicroglossidae,Dicroglossidae,Fejervarya vittigera
Fejervarya syhadrensis,Dicroglossidae,Dicroglossidae,Minervarya syhadrensis
Fejervarya sakishimensis,Dicroglossidae,Dicroglossidae,Fejervarya sakishimensis
Fejervarya rufescens,Dicroglossidae,Dicroglossidae,Minervarya rufescens
Fejervarya orissaensis,Dicroglossidae,Dicroglossidae,Fejervarya orissaensis
Fejervarya multistriata,Dicroglossidae,Dicroglossidae,Fejervarya multistriata
Fejervarya limnocharis,Dicroglossidae,Dicroglossidae,Fejervarya limnocharis
Fejervarya kawamurai,Dicroglossidae,Dicroglossidae,Fejervarya kawamurai
Fejervarya cancrivora,Dicroglossidae,Dicroglossidae,Fejervarya cancrivora
Exerodonta smaragdina,Hylidae,Hylidae,Exerodonta smaragdina
Exerodonta juanitae,Hylidae,Hylidae,Charadrahyla juanitae
Eurycea wilderae,Plethodontidae,Plethodontidae,Eurycea wilderae
Eurycea tynerensis,Plethodontidae,Plethodontidae,Eurycea tynerensis
Eurycea tridentifera,Plethodontidae,Plethodontidae,Eurycea tridentifera
Eurycea sphagnicola,Plethodontidae,Plethodontidae,Eurycea sphagnicola
Eurycea spelaea,Plethodontidae,Plethodontidae,Eurycea spelaea
Eurycea quadridigitata,Plethodontidae,Plethodontidae,Eurycea quadridigitata
Eurycea pterophila,Plethodontidae,Plethodontidae,Eurycea pterophila
Eurycea neotenes,Plethodontidae,Plethodontidae,Eurycea neotenes
Eurycea multiplicata,Plethodontidae,Plethodontidae,Eurycea multiplicata
Eurycea lucifuga,Plethodontidae,Plethodontidae,Eurycea lucifuga
Eurycea longicauda,Plethodontidae,Plethodontidae,Eurycea longicauda
Eurycea latitans,Plethodontidae,Plethodontidae,Eurycea latitans
Eurycea junaluska,Plethodontidae,Plethodontidae,Eurycea junaluska
Eurycea hillisi,Plethodontidae,Plethodontidae,Eurycea hillisi
Eurycea guttolineata,Plethodontidae,Plethodontidae,Eurycea guttolineata
Eurycea cirrigera,Plethodontidae,Plethodontidae,Eurycea cirrigera
Eurycea chamberlaini,Plethodontidae,Plethodontidae,Eurycea chamberlaini
Eurycea bislineata,Plethodontidae,Plethodontidae,Eurycea bislineata
Eupsophus vertebralis,Cycloramphidae,Alsodidae,Eupsophus vertebralis
Eupsophus roseus,Cycloramphidae,Alsodidae,Eupsophus roseus
Euproctus platycephalus,Salamandridae,Salamandridae,Euproctus platycephalus
Euproctus montanus,Salamandridae,Salamandridae,Euproctus montanus
Euphlyctis hexadactylus,Dicroglossidae,Dicroglossidae,Euphlyctis hexadactylus
Euphlyctis ehrenbergii,Dicroglossidae,Dicroglossidae,Euphlyctis ehrenbergii
Euphlyctis cyanophlyctis,Dicroglossidae,Dicroglossidae,Euphlyctis cyanophlyctis
Eupemphix nattereri,Leiuperidae,Leptodactylidae,Physalaemus nattereri
Euparkerella braziliensis,Strabomantidae,Craugastoridae,Euparkerella brasiliensis
Epipedobates zaparo,Dendrobatidae,Aromobatidae,Allobates zaparo
Epidalea calamita,Bufonidae,Bufonidae,Epidalea calamita
Epicrionops petersi,Rhinatrematidae,Rhinatrematidae,Epicrionops petersi
Ensatina eschscholtzii,Plethodontidae,Plethodontidae,Ensatina eschscholtzii
Engystomops pustulosus,Leiuperidae,Leptodactylidae,Engystomops pustulosus
Engystomops pustulatus,Leiuperidae,Leptodactylidae,Engystomops pustulatus
Engystomops petersi,Leiuperidae,Leptodactylidae,Engystomops petersi
Engystomops freibergi,Leiuperidae,Leptodactylidae,Engystomops freibergi
Engystomops coloradorum,Leiuperidae,Leptodactylidae,Engystomops coloradorum
Eleutherodactylus zeus,Eleutherodactylidae,Eleutherodactylidae,Eleutherodactylus zeus
Eleutherodactylus wightmanae,Eleutherodactylidae,Eleutherodactylidae,Eleutherodactylus wightmanae
Eleutherodactylus wetmorei,Eleutherodactylidae,Eleutherodactylidae,Eleutherodactylus wetmorei
Eleutherodactylus weinlandi,Eleutherodactylidae,Eleutherodactylidae,Eleutherodactylus weinlandi
Eleutherodactylus ventrilineatus,Eleutherodactylidae,Eleutherodactylidae,Eleutherodactylus ventrilineatus
Eleutherodactylus varleyi,Eleutherodactylidae,Eleutherodactylidae,Eleutherodactylus varleyi
Eleutherodactylus varians,Eleutherodactylidae,Eleutherodactylidae,Eleutherodactylus varians
Eleutherodactylus unicolor,Eleutherodactylidae,Eleutherodactylidae,Eleutherodactylus unicolor
Eleutherodactylus tonyi,Eleutherodactylidae,Eleutherodactylidae,Eleutherodactylus tonyi
Eleutherodactylus toa,Eleutherodactylidae,Eleutherodactylidae,Eleutherodactylus toa
Eleutherodactylus thorectes,Eleutherodactylidae,Eleutherodactylidae,Eleutherodactylus thorectes
Eleutherodactylus tetajulia,Eleutherodactylidae,Eleutherodactylidae,Eleutherodactylus tetajulia
Eleutherodactylus sisyphodemus,Eleutherodactylidae,Eleutherodactylidae,Eleutherodactylus sisyphodemus
Eleutherodactylus sciagraphus,Eleutherodactylidae,Eleutherodactylidae,Eleutherodactylus sciagraphus
Eleutherodactylus schwartzi,Eleutherodactylidae,Eleutherodactylidae,Eleutherodactylus schwartzi
Eleutherodactylus schmidti,Eleutherodactylidae,Eleutherodactylidae,Eleutherodactylus schmidti
Eleutherodactylus saxatilis,Eleutherodactylidae,Eleutherodactylidae,Eleutherodactylus saxatilis
Eleutherodactylus ruthae,Eleutherodactylidae,Eleutherodactylidae,Eleutherodactylus ruthae
Eleutherodactylus rufifemoralis,Eleutherodactylidae,Eleutherodactylidae,Eleutherodactylus rufifemoralis
Eleutherodactylus rogersi,Eleutherodactylidae,Eleutherodactylidae,Eleutherodactylus rogersi
Eleutherodactylus riparius,Eleutherodactylidae,Eleutherodactylidae,Eleutherodactylus riparius
Eleutherodactylus ricordii,Eleutherodactylidae,Eleutherodactylidae,Eleutherodactylus ricordii
Eleutherodactylus richmondi,Eleutherodactylidae,Eleutherodactylidae,Eleutherodactylus richmondi
Eleutherodactylus rhodopsis,Eleutherodactylidae,Eleutherodactylidae,Eleutherodactylus auriculatus
Eleutherodactylus rhodesi,Eleutherodactylidae,Eleutherodactylidae,Eleutherodactylus rhodesi
Eleutherodactylus probolaeus,Eleutherodactylidae,Eleutherodactylidae,Eleutherodactylus probolaeus
Eleutherodactylus principalis,Eleutherodactylidae,Eleutherodactylidae,Eleutherodactylus principalis
Eleutherodactylus portoricensis,Eleutherodactylidae,Eleutherodactylidae,Eleutherodactylus portoricensis
Eleutherodactylus poolei,Eleutherodactylidae,Eleutherodactylidae,Eleutherodactylus poolei
Eleutherodactylus planirostris,Eleutherodactylidae,Eleutherodactylidae,Eleutherodactylus planirostris
Eleutherodactylus pituinus,Eleutherodactylidae,Eleutherodactylidae,Eleutherodactylus pituinus
Eleutherodactylus pipilans,Eleutherodactylidae,Eleutherodactylidae,Eleutherodactylus pipilans
Eleutherodactylus pinchoni,Eleutherodactylidae,Eleutherodactylidae,Eleutherodactylus pinchoni
Eleutherodactylus pictissimus,Eleutherodactylidae,Eleutherodactylidae,Eleutherodactylus pictissimus
Eleutherodactylus pezopetrus,Eleutherodactylidae,Eleutherodactylidae,Eleutherodactylus pezopetrus
Eleutherodactylus pentasyringos,Eleutherodactylidae,Eleutherodactylidae,Eleutherodactylus pentasyringos
Eleutherodactylus paulsoni,Eleutherodactylidae,Eleutherodactylidae,Eleutherodactylus paulsoni
Eleutherodactylus patriciae,Eleutherodactylidae,Eleutherodactylidae,Eleutherodactylus patriciae
Eleutherodactylus parabates,Eleutherodactylidae,Eleutherodactylidae,Eleutherodactylus parabates
Eleutherodactylus pantoni,Eleutherodactylidae,Eleutherodactylidae,Eleutherodactylus pantoni
Eleutherodactylus oxyrhyncus,Eleutherodactylidae,Eleutherodactylidae,Eleutherodactylus oxyrhyncus
Eleutherodactylus orientalis,Eleutherodactylidae,Eleutherodactylidae,Eleutherodactylus orientalis
Eleutherodactylus orcutti,Eleutherodactylidae,Eleutherodactylidae,Eleutherodactylus orcutti
Eleutherodactylus nubicola,Eleutherodactylidae,Eleutherodactylidae,Eleutherodactylus nubicola
Eleutherodactylus nortoni,Eleutherodactylidae,Eleutherodactylidae,Eleutherodactylus nortoni
Eleutherodactylus nivicolimae,Eleutherodactylidae,Eleutherodactylidae,Eleutherodactylus rufescens
Eleutherodactylus nitidus,Eleutherodactylidae,Eleutherodactylidae,Eleutherodactylus nitidus
Eleutherodactylus montanus,Eleutherodactylidae,Eleutherodactylidae,Eleutherodactylus montanus
Eleutherodactylus monensis,Eleutherodactylidae,Eleutherodactylidae,Eleutherodactylus monensis
Eleutherodactylus minutus,Eleutherodactylidae,Eleutherodactylidae,Eleutherodactylus minutus
Eleutherodactylus martinicensis,Eleutherodactylidae,Eleutherodactylidae,Eleutherodactylus martinicensis
Eleutherodactylus marnockii,Eleutherodactylidae,Eleutherodactylidae,Eleutherodactylus marnockii
Eleutherodactylus luteolus,Eleutherodactylidae,Eleutherodactylidae,Eleutherodactylus luteolus
Eleutherodactylus longipes,Eleutherodactylidae,Eleutherodactylidae,Eleutherodactylus longipes
Eleutherodactylus locustus,Eleutherodactylidae,Eleutherodactylidae,Eleutherodactylus locustus
Eleutherodactylus leoncei,Eleutherodactylidae,Eleutherodactylidae,Eleutherodactylus leoncei
Eleutherodactylus lentus,Eleutherodactylidae,Eleutherodactylidae,Eleutherodactylus lentus
Eleutherodactylus lamprotes,Eleutherodactylidae,Eleutherodactylidae,Eleutherodactylus lamprotes
Eleutherodactylus klinikowskii,Eleutherodactylidae,Eleutherodactylidae,Eleutherodactylus klinikowskii
Eleutherodactylus junori,Eleutherodactylidae,Eleutherodactylidae,Eleutherodactylus junori
Eleutherodactylus jugans,Eleutherodactylidae,Eleutherodactylidae,Eleutherodactylus jugans
Eleutherodactylus juanariveroi,Eleutherodactylidae,Eleutherodactylidae,Eleutherodactylus juanariveroi
Eleutherodactylus johnstonei,Eleutherodactylidae,Eleutherodactylidae,Eleutherodactylus johnstonei
Eleutherodactylus jaumei,Eleutherodactylidae,Eleutherodactylidae,Eleutherodactylus jaumei
Eleutherodactylus jasperi,Eleutherodactylidae,Eleutherodactylidae,Eleutherodactylus jasperi
Eleutherodactylus jamaicensis,Eleutherodactylidae,Eleutherodactylidae,Eleutherodactylus jamaicensis
Eleutherodactylus intermedius,Eleutherodactylidae,Eleutherodactylidae,Eleutherodactylus intermedius
Eleutherodactylus inoptatus,Eleutherodactylidae,Eleutherodactylidae,Eleutherodactylus inoptatus
Eleutherodactylus hypostenor,Eleutherodactylidae,Eleutherodactylidae,Eleutherodactylus hypostenor
Eleutherodactylus heminota,Eleutherodactylidae,Eleutherodactylidae,Eleutherodactylus heminota
Eleutherodactylus hedricki,Eleutherodactylidae,Eleutherodactylidae,Eleutherodactylus hedricki
Eleutherodactylus haitianus,Eleutherodactylidae,Eleutherodactylidae,Eleutherodactylus haitianus
Eleutherodactylus gryllus,Eleutherodactylidae,Eleutherodactylidae,Eleutherodactylus gryllus
Eleutherodactylus griphus,Eleutherodactylidae,Eleutherodactylidae,Eleutherodactylus griphus
Eleutherodactylus grahami,Eleutherodactylidae,Eleutherodactylidae,Eleutherodactylus grahami
Eleutherodactylus grabhami,Eleutherodactylidae,Eleutherodactylidae,Eleutherodactylus grabhami
Eleutherodactylus gossei,Eleutherodactylidae,Eleutherodactylidae,Eleutherodactylus gossei
Eleutherodactylus goini,Eleutherodactylidae,Eleutherodactylidae,Eleutherodactylus goini
Eleutherodactylus glaucoreius,Eleutherodactylidae,Eleutherodactylidae,Eleutherodactylus glaucoreius
Eleutherodactylus glaphycompus,Eleutherodactylidae,Eleutherodactylidae,Eleutherodactylus glaphycompus
Eleutherodactylus glanduliferoides,Eleutherodactylidae,Eleutherodactylidae,Eleutherodactylus glanduliferoides
Eleutherodactylus glandulifer,Eleutherodactylidae,Eleutherodactylidae,Eleutherodactylus glandulifer
Eleutherodactylus glamyrus,Eleutherodactylidae,Eleutherodactylidae,Eleutherodactylus glamyrus
Eleutherodactylus fuscus,Eleutherodactylidae,Eleutherodactylidae,Eleutherodactylus fuscus
Eleutherodactylus furcyensis,Eleutherodactylidae,Eleutherodactylidae,Eleutherodactylus furcyensis
Eleutherodactylus fowleri,Eleutherodactylidae,Eleutherodactylidae,Eleutherodactylus fowleri
Eleutherodactylus flavescens,Eleutherodactylidae,Eleutherodactylidae,Eleutherodactylus flavescens
Eleutherodactylus eunaster,Eleutherodactylidae,Eleutherodactylidae,Eleutherodactylus eunaster
Eleutherodactylus etheridgei,Eleutherodactylidae,Eleutherodactylidae,Eleutherodactylus etheridgei
Eleutherodactylus eneidae,Eleutherodactylidae,Eleutherodactylidae,Eleutherodactylus eneidae
Eleutherodactylus eileenae,Eleutherodactylidae,Eleutherodactylidae,Eleutherodactylus eileenae
Eleutherodactylus dimidiatus,Eleutherodactylidae,Eleutherodactylidae,Eleutherodactylus dimidiatus
Eleutherodactylus darlingtoni,Eleutherodactylidae,Eleutherodactylidae,Eleutherodactylus darlingtoni
Eleutherodactylus cystignathoides,Eleutherodactylidae,Eleutherodactylidae,Eleutherodactylus cystignathoides
Eleutherodactylus cuneatus,Eleutherodactylidae,Eleutherodactylidae,Eleutherodactylus cuneatus
Eleutherodactylus cundalli,Eleutherodactylidae,Eleutherodactylidae,Eleutherodactylus cundalli
Eleutherodactylus counouspeus,Eleutherodactylidae,Eleutherodactylidae,Eleutherodactylus counouspeus
Eleutherodactylus corona,Eleutherodactylidae,Eleutherodactylidae,Eleutherodactylus corona
Eleutherodactylus coqui,Eleutherodactylidae,Eleutherodactylidae,Eleutherodactylus coqui
Eleutherodactylus cooki,Eleutherodactylidae,Eleutherodactylidae,Eleutherodactylus cooki
Eleutherodactylus cochranae,Eleutherodactylidae,Eleutherodactylidae,Eleutherodactylus cochranae
Eleutherodactylus chlorophenax,Eleutherodactylidae,Eleutherodactylidae,Eleutherodactylus chlorophenax
Eleutherodactylus cavernicola,Eleutherodactylidae,Eleutherodactylidae,Eleutherodactylus cavernicola
Eleutherodactylus casparii,Eleutherodactylidae,Eleutherodactylidae,Eleutherodactylus casparii
Eleutherodactylus carrioni,Eleutherodactylidae,Craugastoridae,Pristimantis lymani
Eleutherodactylus caribe,Eleutherodactylidae,Eleutherodactylidae,Eleutherodactylus caribe
Eleutherodactylus brittoni,Eleutherodactylidae,Eleutherodactylidae,Eleutherodactylus brittoni
Eleutherodactylus brevirostris,Eleutherodactylidae,Eleutherodactylidae,Eleutherodactylus brevirostris
Eleutherodactylus bresslerae,Eleutherodactylidae,Eleutherodactylidae,Eleutherodactylus bresslerae
Eleutherodactylus barlagnei,Eleutherodactylidae,Eleutherodactylidae,Eleutherodactylus barlagnei
Eleutherodactylus bakeri,Eleutherodactylidae,Eleutherodactylidae,Eleutherodactylus bakeri
Eleutherodactylus auriculatus,Eleutherodactylidae,Eleutherodactylidae,Eleutherodactylus auriculatus
Eleutherodactylus auriculatoides,Eleutherodactylidae,Eleutherodactylidae,Eleutherodactylus auriculatoides
Eleutherodactylus audanti,Eleutherodactylidae,Eleutherodactylidae,Eleutherodactylus audanti
Eleutherodactylus atkinsi,Eleutherodactylidae,Eleutherodactylidae,Eleutherodactylus atkinsi
Eleutherodactylus armstrongi,Eleutherodactylidae,Eleutherodactylidae,Eleutherodactylus armstrongi
Eleutherodactylus apostates,Eleutherodactylidae,Eleutherodactylidae,Eleutherodactylus apostates
Eleutherodactylus antillensis,Eleutherodactylidae,Eleutherodactylidae,Eleutherodactylus antillensis
Eleutherodactylus angustidigitorum,Eleutherodactylidae,Eleutherodactylidae,Eleutherodactylus angustidigitorum
Eleutherodactylus andrewsi,Eleutherodactylidae,Eleutherodactylidae,Eleutherodactylus andrewsi
Eleutherodactylus amplinympha,Eleutherodactylidae,Eleutherodactylidae,Eleutherodactylus amplinympha
Eleutherodactylus amadeus,Eleutherodactylidae,Eleutherodactylidae,Eleutherodactylus amadeus
Eleutherodactylus alticola,Eleutherodactylidae,Eleutherodactylidae,Eleutherodactylus alticola
Eleutherodactylus alcoae,Eleutherodactylidae,Eleutherodactylidae,Eleutherodactylus alcoae
Eleutherodactylus albipes,Eleutherodactylidae,Eleutherodactylidae,Eleutherodactylus albipes
Eleutherodactylus adelus,Eleutherodactylidae,Eleutherodactylidae,Eleutherodactylus adelus
Eleutherodactylus abbotti,Eleutherodactylidae,Eleutherodactylidae,Eleutherodactylus abbotti
Elachistocleis ovalis,Microhylidae,Microhylidae,Elachistocleis ovalis
Elachistocleis cesarii,Microhylidae,Microhylidae,Elachistocleis cesarii
Elachistocleis bicolor,Microhylidae,Microhylidae,Elachistocleis bicolor
Edalorhina perezi,Leiuperidae,Leptodactylidae,Edalorhina perezi
Ecnomiohyla miotympanum,Hylidae,Hylidae,Ecnomiohyla miotympanum
Ecnomiohyla miliaria,Hylidae,Hylidae,Ecnomiohyla miliaria
Dyscophus insularis,Microhylidae,Microhylidae,Dyscophus insularis
Dyscophus antongilii,Microhylidae,Microhylidae,Dyscophus antongilii
Duttaphrynus melanostictus,Bufonidae,Bufonidae,Duttaphrynus melanostictus
Duttaphrynus himalayanus,Bufonidae,Bufonidae,Duttaphrynus himalayanus
Duellmanohyla soralia,Hylidae,Hylidae,Duellmanohyla soralia
Duellmanohyla schmidtorum,Hylidae,Hylidae,Duellmanohyla schmidtorum
Duellmanohyla salvavida,Hylidae,Hylidae,Duellmanohyla salvavida
Discoglossus sardus,Alytidae,Alytidae,Discoglossus sardus
Discoglossus pictus,Alytidae,Alytidae,Discoglossus pictus
Discoglossus jeanneae,Alytidae,Alytidae,Discoglossus galganoi
Dicamptodon tenebrosus,Ambystomatidae,Ambystomatidae,Dicamptodon tenebrosus
Dicamptodon ensatus,Ambystomatidae,Ambystomatidae,Dicamptodon ensatus
Dicamptodon copei,Ambystomatidae,Ambystomatidae,Dicamptodon copei
Diasporus vocator,Eleutherodactylidae,Eleutherodactylidae,Diasporus vocator
